Par_name Par_value Par_error
Xray-peak 72 73
centroid 72.2076 73.1085
concentration 0.204403 0.0136185
M20 -1.22983 0.20977
Cas 4.82355 0.27794
cAs 1.50472 0.0292
caS 1.24422 0.01491
ww 0.0050658192 0.00200204
ell 0.99867986 0.0269555
PA -12.5537 25.141
P10 1.68267e-06 8.35337e-06
P20 1.29994e-06 2.81222e-06
P30 7.94922e-08 5.8634e-07
P40 1.15959e-06 8.55582e-07
