Par_name Par_value Par_error
Xray-peak 93 92
centroid 91.7717 92.0837
concentration 0.272727 0.0139955
M20 -3.57493 0.08747
Cas 7.15085 0.031365
cAs 1.70661 0.01681
caS 1.37417 0.018645
ww 0.0078729698 0.00326119
ell 0.95899771 0.0280535
PA -76.2491 23.6494
P10 2.52657e-05 2.01112e-05
P20 2.11137e-06 2.61921e-06
P30 8.85513e-07 8.8943e-07
P40 4.79103e-08 2.00626e-07
