Par_name Par_value Par_error
Xray-peak 82 81
centroid 79.4878 79.5478
concentration 0.0741088 0.00634775
M20 -1.04097 0.051133
Cas 2.66004 0.12482
cAs 1.54128 0.01923
caS 1.19823 0.016025
ww 0.042444817 0.004192
ell 0.97408304 0.0311625
PA -66.0816 9.3786
P10 0.000196362 5.6638e-05
P20 8.45457e-06 3.90244e-06
P30 1.95203e-06 1.15366e-06
P40 4.43167e-07 4.05365e-07
