Par_name Par_value Par_error
Xray-peak 92 93
centroid 90.6035 89.9778
concentration 0.142555 0.007199
M20 -1.77217 0.11359
Cas 3.52166 0.075905
cAs 1.26927 0.011545
caS 1.00696 0.0129145
ww 0.028932880 0.00249855
ell 0.91577346 0.025668
PA -39.4404 6.8752
P10 0.000184755 3.14955e-05
P20 6.62070e-06 2.21448e-06
P30 7.74327e-07 4.31266e-07
P40 1.17750e-07 1.40895e-07
