Par_name Par_value Par_error
Xray-peak 11 82
centroid 20.4302 82.5968
concentration 0.299550 0.0183415
M20 -3.22189 0.06742
Cas 6.77423 0.06332
cAs 1.44369 0.03652
caS 1.32958 0.025165
ww 0.075092648 0.00451195
ell 0.60240813 0.0603285
PA -2.76096 5.36978
P10 0.00208222 0.000208775
P20 2.25881e-06 4.18209e-06
P30 3.97143e-06 2.71152e-06
P40 2.60684e-07 5.40883e-07
