Par_name Par_value Par_error
Xray-peak 82 82
centroid 81.5421 80.51
concentration 0.150868 0.013428
M20 -1.09859 0.0796785
Cas 3.43002 0.199625
cAs 1.61415 0.018165
caS 1.31685 0.019165
ww 0.014223044 0.0041953
ell 0.99239135 0.0264855
PA -51.3313 33.5084
P10 5.66652e-05 3.99556e-05
P20 1.09537e-06 2.43993e-06
P30 2.33689e-06 1.77971e-06
P40 1.06407e-06 8.72783e-07
