Par_name Par_value Par_error
Xray-peak 80 80
centroid 80.1122 79.7447
concentration 0.0439024 0.00649375
M20 -0.872111 0.0482215
Cas 2.15857 0.228585
cAs 1.69431 0.02127
caS 1.46015 0.014545
ww 0.018987347 0.0036994
ell 0.95765398 0.0337205
PA -48.1772 23.7665
P10 1.81341e-06 1.47908e-05
P20 2.92920e-06 4.79274e-06
P30 5.66957e-07 1.16326e-06
P40 1.04389e-06 9.14235e-07
