Par_name Par_value Par_error
Xray-peak 128 127
centroid 126.729 126.792
concentration 0.214927 -0.098485
M20 -1.63063 0.812825
Cas 4.91535 -2.22752
cAs 1.51142 -0.87525
caS 1.20691 -0.51263
ww 0.0044612905 -0.00213817
ell 0.94638946 -0.467465
PA -28.0189 19.42
P10 1.21073e-05 -3.47763e-06
P20 1.01124e-06 -2.00985e-07
P30 1.13757e-07 -3.09248e-08
P40 1.37668e-07 -3.17912e-08
