Par_name Par_value Par_error
Xray-peak 73 72
centroid 72.1474 73.9467
concentration 0.120782 -0.0509225
M20 -1.03272 0.48861
Cas 3.00136 -1.3256
cAs 1.60746 -0.91924
caS 1.39332 -0.57537
ww 0.019261634 -0.00664095
ell 0.98538961 -0.462131
PA -7.74966 44.1242
P10 0.000138569 -4.46396e-05
P20 1.13431e-06 -2.62621e-07
P30 1.19514e-06 -2.83472e-07
P40 2.24321e-06 -6.32855e-07
