Par_name Par_value Par_error
Xray-peak 72 73
centroid 72.6239 72.1925
concentration 0.0530973 0.0084267
M20 -0.608616 0.0466375
Cas 1.92745 0.14243
cAs 1.66372 0.024715
caS 1.48205 0.016665
ww 0.0098993044 0.0033621
ell 0.91738308 0.039144
PA 20.3817 15.6444
P10 3.19481e-05 4.88185e-05
P20 6.90848e-06 9.14426e-06
P30 5.80704e-08 1.2529e-06
P40 2.08720e-06 1.88175e-06
