Par_name Par_value Par_error
Xray-peak 93 92
centroid 92.9207 91.5275
concentration 0.292988 0.013879
M20 -3.63666 0.19872
Cas 7.04309 0.032005
cAs 1.51002 0.01419
caS 1.22758 0.012834
ww 0.0048421056 0.00128305
ell 0.96354239 0.029834
PA -69.3790 25.5981
P10 3.82553e-06 8.32268e-06
P20 1.05857e-06 1.31183e-06
P30 4.17258e-07 5.77754e-07
P40 7.74169e-07 4.86466e-07
