Par_name Par_value Par_error
Xray-peak 109 108
centroid 109.843 106.869
concentration 0.201287 0.005785
M20 -2.13017 0.14511
Cas 4.37345 0.11738
cAs 1.16521 0.01737
caS 0.912077 0.0091065
ww 0.0058254882 0.0016977
ell 0.90553874 0.014535
PA -27.2108 3.68805
P10 2.21249e-05 7.13785e-06
P20 5.10255e-06 1.38671e-06
P30 1.65572e-06 3.9489e-07
P40 1.17386e-07 7.7796e-08
