Par_name Par_value Par_error
Xray-peak 59 59
centroid 61.7351 55.8375
concentration 0.254116 0.01076
M20 -3.18255 0.0411
Cas 6.57097 0.376285
cAs 1.45025 0.01891
caS 0.932466 0.0137325
ww 0.057167098 0.0032004
ell 0.85419413 0.0287585
PA 30.1111 4.29325
P10 0.000939110 0.000118772
P20 3.77639e-05 8.1835e-06
P30 1.76614e-06 1.01165e-06
P40 6.63050e-07 3.70144e-07
