Par_name Par_value Par_error
Xray-peak 82 82
centroid 78.6503 87.1955
concentration 0.144746 0.00582
M20 -1.04586 0.04192
Cas 3.51415 0.10893
cAs 1.27557 0.01482
caS 0.785154 0.009916
ww 0.064657256 0.0024165
ell 0.77187663 0.0196715
PA 36.5336 1.78275
P10 0.000863900 6.48555e-05
P20 6.47108e-05 5.33825e-06
P30 9.87967e-06 1.23205e-06
P40 2.00654e-06 4.24195e-07
