Par_name Par_value Par_error
Xray-peak 90 90
centroid 97.453 85.2589
concentration 0.125795 0.005651
M20 -1.11955 0.04232
Cas 3.04422 0.066395
cAs 1.46370 0.013895
caS 0.854527 0.0115445
ww 0.075651630 0.0023514
ell 0.86176274 0.020435
PA 59.7040 2.96295
P10 0.00139104 9.0295e-05
P20 4.78252e-05 5.70345e-06
P30 6.98568e-06 1.2079e-06
P40 1.16961e-06 3.43191e-07
