Par_name Par_value Par_error
Xray-peak 77 77
centroid 75.2237 76.496
concentration 0.183815 0.007968
M20 -1.99705 0.17455
Cas 3.85845 0.187745
cAs 1.25434 0.025
caS 0.935763 0.0186125
ww 0.015110467 0.0028685
ell 0.96272980 0.020599
PA 73.8114 12.1702
P10 9.16772e-05 3.30046e-05
P20 9.78520e-07 1.19786e-06
P30 2.57808e-07 3.17319e-07
P40 3.93971e-08 7.20023e-08
