Par_name Par_value Par_error
Xray-peak 56 57
centroid 58.5 57.4967
concentration 0.150662 0.0128085
M20 -1.05423 0.082799
Cas 3.58313 0.247005
cAs 1.49669 0.03628
caS 1.12362 0.0269005
ww 0.033926299 0.00594465
ell 0.88000695 0.0323155
PA -86.3265 8.2991
P10 0.000386576 0.000122511
P20 2.70577e-05 1.23334e-05
P30 6.28720e-06 3.53467e-06
P40 1.63573e-06 1.10156e-06
