Par_name Par_value Par_error
Xray-peak 68 68
centroid 72.5948 63.8749
concentration 0.137664 0.008307
M20 -1.09397 0.06264
Cas 3.25258 0.14722
cAs 1.45650 0.01771
caS 0.847826 0.0199895
ww 0.082751745 0.00332965
ell 0.86341596 0.0283565
PA 60.8062 3.68945
P10 0.00145192 0.0001169
P20 5.95423e-05 7.8272e-06
P30 7.99170e-06 1.7357e-06
P40 4.80073e-07 2.67688e-07
