Par_name Par_value Par_error
Xray-peak 72 64
centroid 68.4755 64.0271
concentration 0.0822060 0.0099073
M20 -1.17706 0.0675225
Cas 2.71904 0.15217
cAs 1.38710 0.0295
caS 0.972014 0.0192105
ww 0.044651605 0.0042269
ell 0.90269061 0.0345965
PA -75.3077 8.8261
P10 0.000627797 9.97205e-05
P20 1.65105e-05 5.62235e-06
P30 2.84709e-06 1.2986e-06
P40 9.30011e-08 1.89335e-07
