Par_name Par_value Par_error
Xray-peak 27 25
centroid 27.5882 24.8235
concentration 0.0735294 0.0235689
M20 -0.980745 0.264639
Cas 3.29516 0.37629
cAs 1.51471 0.08626
caS 1.35784 0.047615
ww 0.021115497 0.00786385
ell 0.73049599 0.095777
PA 33.9422 81.7471
P10 0.000206341 0.000375979
P20 0.000106275 0.000124725
P30 1.71546e-05 2.55121e-05
P40 8.22952e-06 1.13098e-05
