Par_name Par_value Par_error
Xray-peak 58 58
centroid 57.922 58.5472
concentration 0.307033 0.013189
M20 -2.87519 0.083
Cas 5.36919 0.054055
cAs 1.25901 0.0245
caS 0.868396 0.0206095
ww 0.0055321322 0.002148
ell 0.85674179 0.032159
PA -19.9536 4.5767
P10 1.72950e-05 1.29968e-05
P20 1.40653e-05 5.32345e-06
P30 5.26416e-08 2.60195e-07
P40 9.55203e-08 1.42393e-07
