Par_name Par_value Par_error
Xray-peak 86 85
centroid 85.0194 86.93
concentration 0.140000 0.0077345
M20 -1.65332 0.10389
Cas 3.38953 0.10506
cAs 1.40118 0.02222
caS 1.07397 0.0144525
ww 0.016810652 0.0027562
ell 0.95903606 0.027212
PA 69.6653 28.8936
P10 9.45407e-05 2.4567e-05
P20 5.93789e-07 8.91591e-07
P30 4.84552e-07 4.76909e-07
P40 2.29700e-07 1.91446e-07
