Par_name Par_value Par_error
Xray-peak 62 63
centroid 62.2269 63.3246
concentration 0.231270 0.0118585
M20 -2.40985 0.38273
Cas 4.88319 0.301055
cAs 1.31162 0.025225
caS 1.04005 0.022458
ww 0.0044960816 0.00106447
ell 0.94871208 0.0325525
PA -31.3145 15.3395
P10 7.36679e-06 1.22027e-05
P20 1.73496e-06 2.39282e-06
P30 7.72918e-08 3.33573e-07
P40 3.73914e-07 3.8715e-07
