Par_name Par_value Par_error
Xray-peak 114 113
centroid 114.414 114.67
concentration 0.0979167 0.00671215
M20 -1.09144 0.0564705
Cas 3.14555 0.08585
cAs 1.46719 0.01856
caS 1.21137 0.010855
ww 0.010300555 0.00174163
ell 0.99002574 0.022716
PA -26.6209 20.4879
P10 2.86469e-05 1.35801e-05
P20 7.31944e-07 7.88354e-07
P30 1.78235e-07 2.59127e-07
P40 3.85524e-08 8.00802e-08
