Par_name Par_value Par_error
Xray-peak 31 31
centroid 30.7438 30.0496
concentration 0.280992 0.0263255
M20 -3.04927 inf
Cas 5.34180 0.0843
cAs 1.26860 0.068845
caS 1.12030 0.0404815
ww 0.016673160 0.00776265
ell 0.85621711 0.057156
PA -21.1160 20.1332
P10 0.000286689 0.000200586
P20 1.84362e-05 1.70788e-05
P30 6.89254e-07 2.622e-06
P40 1.29060e-06 1.93123e-06
