Par_name Par_value Par_error
Xray-peak 28 29
centroid 26.7148 27.3346
concentration 0.0532319 0.0125588
M20 -1.26771 0.488825
Cas 4.41789 0.37629
cAs 1.39163 0.04793
caS 1.02704 0.0390665
ww 0.044426549 0.00759295
ell 0.86541867 0.0527685
PA -75.1103 11.7408
P10 0.00188640 0.00052033
P20 5.27646e-05 3.324e-05
P30 3.45545e-05 1.66188e-05
P40 3.79628e-06 3.35184e-06
