Par_name Par_value Par_error
Xray-peak 31 32
centroid 32.6018 31.4833
concentration 0.200608 0.0203995
M20 -1.59631 0.553315
Cas 4.58127 0.470375
cAs 1.21885 0.045475
caS 0.995949 0.0391375
ww 0.037439065 0.0072786
ell 0.85931009 0.0459135
PA -64.7696 10.9275
P10 0.000838190 0.000291066
P20 3.80932e-05 2.17681e-05
P30 1.64105e-05 9.23134e-06
P40 6.18609e-06 3.38816e-06
