Par_name Par_value Par_error
Xray-peak 31 31
centroid 32.6629 32.2949
concentration 0.140449 0.0171025
M20 -1.12958 0.14445
Cas 2.85667 0.110795
cAs 1.37640 0.03356
caS 0.965357 0.0338835
ww 0.045977319 0.0071363
ell 0.77864679 0.0360875
PA -16.3414 4.9399
P10 0.00131437 0.000352076
P20 9.27998e-05 3.02749e-05
P30 6.89923e-06 4.73283e-06
P40 6.12730e-08 5.8107e-07
