Par_name Par_value Par_error
Xray-peak 658 590
centroid 669.574 617.616
concentration 0.163846 0.0007955
M20 -1.37949 0.00845
Cas 2.66463 0.0062
cAs 1.36764 0.00077
caS 1.04734 0.001364
ww 0.0085763644 0.00016746
ell 0.95418647 0.002785
PA -79.0151 1.54665
P10 1.83294e-05 4.111e-07
P20 4.10514e-08 4.46215e-09
P30 2.05264e-09 3.8531e-10
P40 4.06343e-11 3.28913e-11
