Par_name Par_value Par_error
Xray-peak 989 1073
centroid 976.651 1030.22
concentration 0.153264 0.0011885
M20 -1.61365 0.012045
Cas 2.91766 0.00962
cAs 1.49926 0.002765
caS 1.03869 0.0017525
ww 0.020964846 0.0002555
ell 0.90876676 0.0036875
PA -64.7781 0.6899
P10 9.78082e-05 1.75745e-06
P20 4.95366e-07 2.95815e-08
P30 2.72144e-08 3.36955e-09
P40 9.07846e-10 4.63727e-10
