Par_name Par_value Par_error
Xray-peak 235 665
centroid 309.271 701.749
concentration 0.736424 0.0035305
M20 -4.33514 0.026975
Cas 9.65995 0.108625
cAs 1.21923 0.00062
caS 0.652241 0.0079585
ww 0.058350137 0.00080875
ell 0.54722439 0.006627
PA -64.5716 0.41895
P10 0.000402315 1.12095e-05
P20 3.59104e-05 1.51845e-06
P30 4.50709e-06 2.80085e-07
P40 6.11657e-07 6.13715e-08
