Par_name Par_value Par_error
Xray-peak 777 759
centroid 773.473 742.512
concentration 0.190338 0.0018675
M20 -1.41511 0.01919
Cas 3.17229 0.02214
cAs 1.55730 0.005065
caS 1.24606 0.003075
ww 0.013537046 0.0003865
ell 0.85655022 0.0055005
PA 12.1606 1.1598
P10 2.81044e-05 1.2067e-06
P20 1.50185e-06 1.04775e-07
P30 2.49167e-08 6.26055e-09
P40 1.51387e-11 2.60572e-10
