Par_name Par_value Par_error
Xray-peak 388 838
centroid 532.757 662.181
concentration 0.185898 0.000729
M20 -1.16312 0.00409
Cas 3.30386 0.022505
cAs 1.50159 0.00131
caS 0.928329 0.0014825
ww 0.12542140 0.000192
ell 0.74259191 0.003473
PA 59.8070 0.19085
P10 0.00114144 3.81e-06
P20 4.54463e-05 2.7475e-07
P30 3.44772e-06 3.6935e-08
P40 3.56904e-07 7.9935e-09
