Par_name Par_value Par_error
Xray-peak 1079 1139
centroid 1066.9 1061.99
concentration 0.154885 0.000523
M20 -1.45924 0.003245
Cas 2.59132 0.004615
cAs 1.08950 0.001745
caS 0.707606 0.0013605
ww 0.035828309 9.24e-05
ell 0.95563634 0.001334
PA -89.2825 1.05415
P10 0.000160039 7.25e-07
P20 2.77895e-07 9.256e-09
P30 1.49965e-08 1.22435e-09
P40 2.27249e-09 2.65085e-10
