Par_name Par_value Par_error
Xray-peak 1117 969
centroid 1093.9 998.93
concentration 0.288508 0.000619
M20 -2.04062 0.007605
Cas 3.79108 0.00715
cAs 1.39539 0.002
caS 0.774463 0.001184
ww 0.014254232 9.98e-05
ell 0.93250715 0.002579
PA 29.3334 0.6656
P10 2.96273e-05 3.297e-07
P20 2.22842e-07 9.5575e-09
P30 5.95356e-09 6.40925e-10
P40 3.21431e-10 9.1463e-11
