Par_name Par_value Par_error
Xray-peak 613 597
centroid 555.616 568.054
concentration 0.145987 0.001579
M20 -1.03546 0.0114055
Cas 3.47187 0.017645
cAs 1.59683 0.003325
caS 1.09428 0.0033295
ww 0.080365047 0.00054855
ell 0.77469683 0.005825
PA -27.4132 0.50845
P10 0.000710490 9.6145e-06
P20 2.05747e-05 6.6925e-07
P30 3.62443e-06 1.45655e-07
P40 8.61143e-07 4.5761e-08
