Par_name Par_value Par_error
Xray-peak 699 707
centroid 721.181 686.471
concentration 0.257156 0.0007825
M20 -2.02110 0.015675
Cas 4.76319 0.02398
cAs 1.52640 0.00107
caS 1.10139 0.001164
ww 0.011085818 0.00015515
ell 0.87657172 0.002024
PA -66.2179 0.35905
P10 1.35396e-05 3.252e-07
P20 6.57411e-07 2.123e-08
P30 6.38704e-09 8.5698e-10
P40 2.72682e-10 8.2045e-11
