Par_name Par_value Par_error
Xray-peak 314 1175
centroid 284.729 1227.06
concentration 0.154488 0.0019885
M20 -0.908965 0.007369
Cas 2.53465 0.02805
cAs 1.11073 0.00148
caS 1.10016 0.00457
ww 0.084106339 0.0006139
ell 0.62359629 0.006322
PA 39.7030 0.33135
P10 0.000289182 7.257e-06
P20 3.22074e-05 7.6235e-07
P30 1.20444e-07 2.6169e-08
P40 3.01673e-07 2.1727e-08
