Par_name Par_value Par_error
Xray-peak 702 692
centroid 681.762 702.571
concentration 0.387669 0.0008095
M20 -3.54287 0.01331
Cas 6.68181 0.013315
cAs 1.42108 0.00085
caS 0.850547 0.0011035
ww 0.0093289797 0.000135585
ell 0.83475106 0.0020165
PA 73.5171 0.25185
P10 8.41311e-06 2.006e-07
P20 9.32716e-07 1.8338e-08
P30 1.02592e-08 6.7851e-10
P40 1.51724e-09 1.58645e-10
