Par_name Par_value Par_error
Xray-peak 967 949
centroid 919.616 927.882
concentration 0.0769965 0.00073855
M20 -1.00285 0.0061605
Cas 2.91475 0.00998
cAs 1.62856 0.002335
caS 1.31662 0.00156
ww 0.034825563 0.0003011
ell 0.64334303 0.003207
PA 30.9295 0.1463
P10 0.000158833 1.8565e-06
P20 4.64903e-05 7.0335e-07
P30 6.18466e-06 1.489e-07
P40 4.09260e-07 2.27155e-08
