Par_name Par_value Par_error
Xray-peak 780 768
centroid 757.555 776.13
concentration 0.323703 0.0017685
M20 -1.93738 0.06253
Cas 5.68370 0.026805
cAs 1.55391 0.004715
caS 1.03355 0.002871
ww 0.019395152 0.00036045
ell 0.86261438 0.005249
PA 17.2075 1.02295
P10 5.39609e-05 1.66345e-06
P20 1.41528e-06 1.06155e-07
P30 8.71558e-08 1.51474e-08
P40 7.36998e-08 6.40705e-09
