Par_name Par_value Par_error
Xray-peak 1032 1029
centroid 1096.19 1072.13
concentration 0.154152 0.000883
M20 -1.41539 0.00973
Cas 3.08305 0.009705
cAs 1.54512 0.002505
caS 1.06926 0.0014195
ww 0.049452526 0.0002763
ell 0.93387850 0.0042205
PA -56.6763 1.0985
P10 0.000238234 1.8925e-06
P20 2.67927e-06 8.1405e-08
P30 9.39726e-08 6.2204e-09
P40 1.33489e-08 1.83335e-09
