Par_name Par_value Par_error
Xray-peak 602 590
centroid 604.444 607.275
concentration 0.294125 0.0022185
M20 -1.77252 0.010325
Cas 4.52183 0.017205
cAs 1.48870 0.004785
caS 0.847049 0.0039565
ww 0.015744558 0.0002318
ell 0.77061282 0.004156
PA 2.17063 0.58443
P10 5.36904e-05 2.13545e-06
P20 3.85167e-06 1.5868e-07
P30 6.31225e-08 8.415e-09
P40 1.09995e-08 2.1615e-09
