Par_name Par_value Par_error
Xray-peak 513 404
centroid 556.089 460.371
concentration 0.362477 0.002493
M20 -4.26491 0.012215
Cas 8.61775 0.006245
cAs 1.20691 0.006465
caS 0.875524 0.0033625
ww 0.10762704 0.000632
ell 0.73345314 0.005847
PA 48.5968 0.45755
P10 0.00101364 1.011e-05
P20 3.45435e-07 9.90855e-08
P30 8.64544e-06 2.55845e-07
P40 4.56054e-06 1.5051e-07
