Par_name Par_value Par_error
Xray-peak 546 1206
centroid 560.331 1171.01
concentration 0.854969 0.001534
M20 -4.19461 0.04436
Cas 3.13818 0.02623
cAs 1.22198 0.000195
caS 0.377648 0.0051805
ww 0.031145370 0.000423
ell 0.44871166 0.0067765
PA 25.8500 0.3661
P10 0.000142725 3.684e-06
P20 1.50628e-05 5.273e-07
P30 2.94636e-06 1.5112e-07
P40 6.88297e-07 5.0792e-08
