Par_name Par_value Par_error
Xray-peak 623 620
centroid 617.338 569.059
concentration 0.269912 0.0022705
M20 -2.55554 0.052555
Cas 5.02065 0.055205
cAs 1.51270 0.00574
caS 1.01283 0.0040905
ww 0.062867438 0.0004102
ell 0.88285988 0.0071145
PA -36.3126 1.18995
P10 0.000414542 5.566e-06
P20 4.94510e-06 1.85125e-07
P30 2.26821e-07 2.10775e-08
P40 1.30357e-08 3.82875e-09
