922603 516.483887 242.422974 0.290000
922534 516.459656 242.411636 0.290000
922892 505.559601 237.295441 0.290000
922505 496.084412 232.848022 0.290000
922749 521.741760 244.890869 0.290000
922898 492.314178 231.078384 0.290000
922325 523.470520 245.702332 0.290000
922552 526.499756 247.124130 0.290000
922769 518.076111 243.170334 0.290000
923270 493.823822 231.786972 0.290000
922956 492.766693 231.290787 0.290000
922654 497.401337 233.466202 0.290000
922284 531.493347 249.468002 0.290000
922274 512.251160 240.436249 0.290000
922458 502.303589 235.767120 0.290000
922681 522.759216 245.368423 0.290000
921607 493.591461 231.677917 0.290000
922212 500.284149 234.819275 0.290000
922357 521.870605 244.951340 0.290000
922417 513.755310 241.142242 0.290000
922577 508.418121 238.637146 0.290000
922049 531.186157 249.323807 0.290000
922641 500.960205 235.136612 0.290000
922329 501.460114 235.371246 0.290000
922851 515.693298 242.051895 0.290000
922290 509.141571 238.976700 0.290000
923105 500.824799 235.073029 0.290000
922642 504.140228 236.629227 0.290000
921836 498.608215 234.032639 0.290000
922009 522.438782 245.218079 0.290000
922415 514.804688 241.634796 0.290000
922373 502.280457 235.756287 0.290000
922666 507.507538 238.209686 0.290000
922269 524.023315 245.961792 0.290000
922428 513.631958 241.084366 0.290000
922170 517.603760 242.948593 0.290000
922510 495.284973 232.472839 0.290000
922130 492.917572 231.361633 0.290000
922549 509.079926 238.947769 0.290000
922853 509.946533 239.354507 0.290000
922890 518.658630 243.443726 0.290000
922036 504.573029 236.832336 0.290000
922537 505.867920 237.440155 0.290000
923126 511.812927 240.230560 0.290000
922502 516.664429 242.507721 0.290000
922633 513.498718 241.021820 0.290000
923035 501.657196 235.463745 0.290000
922686 500.210327 234.784622 0.290000
922777 498.063171 233.776810 0.290000
922935 514.512878 241.497833 0.290000
922597 502.905914 236.049850 0.290000
922735 518.345886 243.296967 0.290000
922259 527.378418 247.536575 0.290000
922957 497.064423 233.308014 0.290000
922343 518.700500 243.463379 0.290000
922733 523.136902 245.545731 0.290000
922323 527.374023 247.534500 0.290000
922622 527.342102 247.519516 0.290000
