922603 516.483887 12.294415 0.290000
922534 516.459656 12.293840 0.290000
922892 505.559601 12.034373 0.290000
922505 496.084412 11.808825 0.290000
922749 521.741760 12.419574 0.290000
922898 492.314178 11.719078 0.290000
922325 523.470520 12.460728 0.290000
922552 526.499756 12.532834 0.290000
922769 518.076111 12.332317 0.290000
923270 493.823822 11.755013 0.290000
922956 492.766693 11.729850 0.290000
922654 497.401337 11.840175 0.290000
922284 531.493347 12.651702 0.290000
922274 512.251160 12.193659 0.290000
922458 502.303589 11.956865 0.290000
922681 522.759216 12.443793 0.290000
921607 493.591461 11.749483 0.290000
922212 500.284149 11.908795 0.290000
922357 521.870605 12.422641 0.290000
922417 513.755310 12.229464 0.290000
922577 508.418121 12.102419 0.290000
922049 531.186157 12.644389 0.290000
922641 500.960205 11.924890 0.290000
922329 501.460114 11.936789 0.290000
922851 515.693298 12.275597 0.290000
922290 509.141571 12.119638 0.290000
923105 500.824799 11.921665 0.290000
922642 504.140228 12.000587 0.290000
921836 498.608215 11.868901 0.290000
922009 522.438782 12.436169 0.290000
922415 514.804688 12.254443 0.290000
922373 502.280457 11.956316 0.290000
922666 507.507538 12.080740 0.290000
922269 524.023315 12.473886 0.290000
922428 513.631958 12.226528 0.290000
922170 517.603760 12.321073 0.290000
922510 495.284973 11.789797 0.290000
922130 492.917572 11.733442 0.290000
922549 509.079926 12.118172 0.290000
922853 509.946533 12.138799 0.290000
922890 518.658630 12.346183 0.290000
922036 504.573029 12.010887 0.290000
922537 505.867920 12.041713 0.290000
923126 511.812927 12.183228 0.290000
922502 516.664429 12.298714 0.290000
922633 513.498718 12.223356 0.290000
923035 501.657196 11.941480 0.290000
922686 500.210327 11.907039 0.290000
922777 498.063171 11.855927 0.290000
922935 514.512878 12.247498 0.290000
922597 502.905914 11.971205 0.290000
922735 518.345886 12.338739 0.290000
922259 527.378418 12.553750 0.290000
922957 497.064423 11.832152 0.290000
922343 518.700500 12.347179 0.290000
922733 523.136902 12.452785 0.290000
922323 527.374023 12.553645 0.290000
922622 527.342102 12.552885 0.290000
922871 506.785187 12.063546 0.290000
922083 513.918274 12.233345 0.290000
922703 500.956909 11.924810 0.290000
923037 495.137451 11.786283 0.290000
922580 517.077393 12.308543 0.290000
922736 518.322754 12.338188 0.290000
922822 499.511108 11.890393 0.290000
922497 495.177094 11.787227 0.290000
922068 529.974915 12.615557 0.290000
922940 493.640991 11.750661 0.290000
921879 516.222900 12.288204 0.290000
922657 521.805664 12.421096 0.290000
922455 519.944763 12.376798 0.290000
922291 503.861694 11.993955 0.290000
922715 510.898956 12.161472 0.290000
922792 523.171021 12.453597 0.290000
922014 521.131775 12.405053 0.290000
922604 528.148132 12.572073 0.290000
922476 526.632996 12.536005 0.290000
922484 496.299103 11.813936 0.290000
922131 494.875366 11.780045 0.290000
922819 494.841217 11.779233 0.290000
921832 492.419861 11.721594 0.290000
921744 547.225159 13.026182 0.290000
922050 548.762390 13.062774 0.290000
922076 563.979980 13.425014 0.290000
922371 552.457764 13.150740 0.290000
922430 533.506226 12.699615 0.290000
922057 549.827148 13.088120 0.290000
922529 534.029297 12.712067 0.290000
921884 540.030396 12.854919 0.290000
922366 547.235046 13.026420 0.290000
922253 541.132629 12.881156 0.290000
922443 548.175415 13.048804 0.290000
921867 552.838745 13.159809 0.290000
921957 549.798523 13.087440 0.290000
922266 532.149658 12.667325 0.290000
