Par_name Par_value Par_error
Xray-peak 56 54
centroid 55.1795 54.956
concentration 0.106227 0.0141481
M20 -0.613921 0.052177
Cas 2.03228 0.14786
cAs 1.65201 0.043875
caS 1.43672 0.0189
ww 0.013230374 0.00650765
ell 0.89989822 0.0487755
PA 18.4741 28.1698
P10 0.000102919 0.000128811
P20 8.96250e-06 1.42552e-05
P30 3.46218e-06 4.28535e-06
P40 9.67721e-07 1.65997e-06
