Par_name Par_value Par_error
Xray-peak 30 28
centroid 29.6224 28.1122
concentration 0.132653 0.0327933
M20 -0.611060 0.144243
Cas 2.23198 0.197955
cAs 1.62245 0.062185
caS 1.31179 0.04235
ww 0.011144615 0.00736695
ell 0.93876636 0.0651745
PA -73.7074 24.1509
P10 6.05106e-05 0.000273146
P20 2.81016e-05 4.52903e-05
P30 3.85571e-06 1.51867e-05
P40 7.87205e-06 9.28322e-06
