Par_name Par_value Par_error
Xray-peak 32 30
centroid 31.625 30.0673
concentration 0.144231 0.0307615
M20 -0.615385 0.127737
Cas 2.33150 0.233855
cAs 1.60577 0.06274
caS 1.33654 0.04025
ww 0.0097095844 0.00617525
ell 0.94291748 0.0650005
PA 78.0852 50.0276
P10 5.02860e-05 0.000182665
P20 1.68586e-05 4.0632e-05
P30 3.82517e-06 1.1433e-05
P40 9.84229e-06 8.38129e-06
