Par_name Par_value Par_error
Xray-peak 74 72
centroid 74.217 72.7293
concentration 0.0961969 0.0111416
M20 -0.587957 0.0491355
Cas 1.89750 0.1512
cAs 1.70246 0.02733
caS 1.47626 0.017315
ww 0.012533779 0.00540205
ell 0.96831309 0.0440975
PA 7.31116 59.2475
P10 1.81249e-05 4.29375e-05
P20 6.41418e-07 4.57543e-06
P30 1.13252e-06 1.57935e-06
P40 3.98255e-07 7.68251e-07
