Par_name Par_value Par_error
Xray-peak 42 40
centroid 41.5061 40.1341
concentration 0.109756 0.0188315
M20 -0.578042 0.112237
Cas 2.45020 0.219705
cAs 1.65244 0.04229
caS 1.38686 0.02355
ww 0.0094820343 0.00570625
ell 0.94273383 0.0612015
PA 47.2836 83.8898
P10 3.90431e-05 0.000125731
P20 4.18727e-05 3.42832e-05
P30 1.87765e-05 1.19382e-05
P40 2.07888e-06 2.79951e-06
