Par_name Par_value Par_error
Xray-peak 54 52
centroid 53.3152 53.2218
concentration 0.105058 0.0191769
M20 -0.598065 0.072809
Cas 2.05381 0.13824
cAs 1.62646 0.041965
caS 1.42327 0.01954
ww 0.016009030 0.00685805
ell 0.90744023 0.043578
PA 29.5228 77.2462
P10 0.000146813 0.000130785
P20 7.28020e-06 1.44977e-05
P30 3.43992e-08 2.7769e-06
P40 2.28724e-06 2.80581e-06
