Par_name Par_value Par_error
Xray-peak 49 47
centroid 47.7615 48.0917
concentration 0.114679 0.0156316
M20 -0.594151 0.071966
Cas 2.24195 0.25052
cAs 1.59174 0.045295
caS 1.39450 0.020125
ww 0.015593034 0.00602675
ell 0.95103830 0.042222
PA 35.4307 73.7704
P10 0.000268888 0.000183035
P20 4.96269e-06 1.11807e-05
P30 9.84664e-07 3.5901e-06
P40 3.71460e-06 3.84357e-06
