Par_name Par_value Par_error
Xray-peak 29 27
centroid 28.6667 26.8851
concentration 0.149425 0.026474
M20 -0.651701 0.161088
Cas 2.34784 0.373295
cAs 1.58621 0.067695
caS 1.31673 0.04363
ww 0.014645579 0.00977435
ell 0.81084909 0.063807
PA -77.2811 12.3427
P10 5.68458e-05 0.00025228
P20 0.000100091 7.76101e-05
P30 3.47224e-06 1.04062e-05
P40 5.49505e-07 4.39644e-06
