Par_name Par_value Par_error
Xray-peak 88 86
centroid 87.1582 86.402
concentration 0.0774300 0.00750355
M20 -0.598373 0.036641
Cas 1.91797 0.093205
cAs 1.71005 0.02132
caS 1.49074 0.01186
ww 0.0084522240 0.00350229
ell 0.96382417 0.0282775
PA -74.5694 14.4749
P10 1.72158e-05 2.72575e-05
P20 6.24671e-06 6.32212e-06
P30 1.78770e-06 1.88648e-06
P40 4.64527e-07 7.02834e-07
