Par_name Par_value Par_error
Xray-peak 30 28
centroid 29.5625 28.3542
concentration 0.135417 0.0282325
M20 -0.588454 0.164795
Cas 2.23198 0.31909
cAs 1.61458 0.05969
caS 1.30787 0.042945
ww 0.011906072 0.00710405
ell 0.84463886 0.0759065
PA -74.1442 22.5402
P10 0.000130473 0.000258026
P20 5.09978e-05 5.68681e-05
P30 4.41499e-06 1.52993e-05
P40 7.81689e-06 8.66652e-06
