Par_name Par_value Par_error
Xray-peak 28 26
centroid 27.6824 25.7412
concentration 0.152941 0.0320835
M20 -0.668339 0.162627
Cas 2.27841 0.39218
cAs 1.57647 0.075455
caS 1.30196 0.04562
ww 0.012222498 0.0077952
ell 0.84703871 0.075943
PA -77.1614 12.2425
P10 8.76789e-05 0.00033128
P20 9.14581e-05 7.37762e-05
P30 1.12590e-06 8.4424e-06
P40 2.64732e-08 3.71255e-06
