Par_name Par_value Par_error
Xray-peak 52 50
centroid 51.0524 51.1774
concentration 0.100806 0.0159101
M20 -0.599852 0.0700055
Cas 1.98970 0.220485
cAs 1.60887 0.039795
caS 1.40682 0.02351
ww 0.018445555 0.0074793
ell 0.92547603 0.053833
PA 38.8413 75.009
P10 0.000184062 0.000169132
P20 7.85810e-06 1.63961e-05
P30 4.60481e-07 2.26191e-06
P40 3.12473e-06 2.622e-06
