Par_name Par_value Par_error
Xray-peak 45 43
centroid 44.2222 43.7619
concentration 0.116402 0.0172338
M20 -0.573387 0.084126
Cas 2.29674 0.22424
cAs 1.62434 0.04631
caS 1.38860 0.02672
ww 0.013279974 0.00501985
ell 0.86607615 0.0641725
PA 41.7535 82.7975
P10 0.000144609 0.000153724
P20 3.04224e-05 3.41266e-05
P30 1.51042e-07 4.92548e-06
P40 2.45844e-06 3.29541e-06
