Par_name Par_value Par_error
Xray-peak 27 25
centroid 26.5833 24.631
concentration 0.154762 0.0316225
M20 -0.718814 0.145188
Cas 2.54258 0.59361
cAs 1.55952 0.07751
caS 1.24868 0.046485
ww 0.0085837037 0.0072876
ell 0.89112204 0.0715725
PA -82.2959 13.622
P10 0.000175390 0.000364101
P20 9.84964e-05 8.29543e-05
P30 4.73725e-06 1.65017e-05
P40 4.75823e-07 5.0753e-06
