Par_name Par_value Par_error
Xray-peak 57 55
centroid 56.0036 55.9061
concentration 0.119134 0.0150691
M20 -0.613568 0.053739
Cas 2.06778 0.12648
cAs 1.66426 0.03744
caS 1.44044 0.018825
ww 0.014934262 0.00739315
ell 0.95236458 0.0410225
PA 9.85811 63.8181
P10 0.000114523 0.000115684
P20 3.04305e-06 6.954e-06
P30 1.79994e-06 3.04108e-06
P40 4.50494e-07 1.1761e-06
