Par_name Par_value Par_error
Xray-peak 102 100
centroid 101.619 100.933
concentration 0.0776819 0.00981945
M20 -0.578555 0.029977
Cas 1.79804 0.078065
cAs 1.73613 0.021135
caS 1.49962 0.00989
ww 0.0071668006 0.00299704
ell 0.93500606 0.0296555
PA -59.9522 21.366
P10 1.35182e-05 1.98481e-05
P20 2.65551e-06 3.12112e-06
P30 6.69454e-07 9.55211e-07
P40 1.07054e-06 8.31489e-07
